Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Learning Style
0,0,1,2,3,0,1,2,3,1,1,1,1,2,2,0,1,1,3,2,2,3,2,2,3,2,2,2,2,2,Kinesthetic
3,2,3,3,2,2,2,2,2,2,0,3,2,1,2,3,1,3,1,2,0,0,3,2,1,2,2,1,3,0,Auditory
1,0,2,0,0,3,2,2,0,0,2,3,2,2,2,3,2,2,3,2,1,2,0,0,3,1,3,1,2,0,Visual
1,3,0,3,3,3,0,2,1,1,3,3,3,2,2,3,3,3,2,2,3,2,2,2,3,0,0,0,0,1,Visual
2,1,2,0,0,3,2,3,1,0,2,2,2,3,3,3,2,3,3,3,3,2,1,3,3,3,1,1,2,3,Visual
3,2,2,2,3,2,3,2,3,3,2,3,2,1,0,2,0,3,2,0,2,3,3,2,2,3,0,1,0,3,Auditory
2,3,0,3,0,3,1,2,2,3,2,1,3,3,1,3,3,0,1,2,3,2,2,3,3,2,2,2,3,3,Kinesthetic
2,3,2,3,2,3,3,2,3,2,3,3,0,1,2,1,2,1,1,1,3,0,3,2,0,3,3,2,3,0,Auditory
2,1,3,2,2,3,1,0,3,0,1,1,0,0,2,0,1,2,3,3,2,2,2,2,2,2,3,2,2,2,Kinesthetic
3,2,2,2,3,3,2,2,3,2,0,2,0,1,1,3,1,0,3,2,2,2,2,3,0,3,0,1,0,0,Auditory
0,3,2,1,3,2,0,1,1,1,2,1,2,2,2,2,2,2,3,0,2,2,2,3,3,2,2,2,3,2,Kinesthetic
3,3,3,3,3,2,2,3,2,2,0,0,0,3,3,3,0,2,1,1,0,3,1,2,3,3,1,3,3,2,Auditory
2,2,3,2,3,3,2,2,2,3,0,3,3,3,0,1,1,0,3,3,2,0,3,0,3,1,1,0,0,3,Auditory
2,3,0,3,1,0,0,0,2,0,3,3,3,2,3,2,2,3,3,2,1,0,3,2,0,0,2,3,3,2,Visual
3,2,3,2,2,3,2,2,3,2,0,0,1,3,2,2,0,0,1,0,3,2,2,3,1,3,0,2,2,0,Auditory
2,3,1,1,3,2,1,3,0,2,3,2,3,3,3,3,3,2,2,3,1,3,2,1,3,2,3,2,1,1,Visual
2,2,3,2,2,2,3,3,2,3,3,1,2,3,0,0,2,3,3,2,0,0,2,0,0,1,0,2,1,1,Auditory
2,3,1,3,3,2,0,2,2,0,0,3,1,0,1,1,1,1,1,3,2,2,2,2,2,3,3,3,3,3,Kinesthetic
1,3,3,1,1,0,3,0,0,3,0,0,3,0,2,0,3,0,2,2,2,3,3,2,3,3,2,2,3,3,Kinesthetic
2,3,3,2,2,3,3,3,2,2,3,2,1,0,2,0,3,0,3,3,0,0,1,1,1,3,3,3,1,2,Auditory
3,0,3,0,1,1,1,0,1,3,0,3,1,3,0,0,3,2,1,0,2,3,3,2,3,3,3,3,2,3,Kinesthetic
0,0,1,1,3,2,2,1,1,1,3,3,0,1,1,2,1,2,2,1,2,2,2,2,3,2,3,3,3,3,Kinesthetic
3,3,2,3,2,3,2,3,3,3,1,3,2,1,2,0,3,1,0,2,1,0,0,3,1,1,1,1,0,2,Auditory
1,1,2,1,2,3,0,3,3,1,0,1,3,1,1,1,0,0,0,2,3,2,2,3,2,2,2,3,2,2,Kinesthetic
0,3,0,2,2,1,0,0,2,1,2,2,3,2,2,2,3,2,3,3,0,1,0,0,1,3,0,2,0,3,Visual
2,0,0,2,2,0,1,0,1,1,2,2,2,2,2,2,3,2,3,2,1,3,2,2,1,1,3,0,2,3,Visual
3,3,3,2,2,2,2,2,3,3,3,3,2,0,0,2,0,1,0,3,0,2,2,1,1,2,3,0,1,2,Auditory
1,3,3,1,3,1,3,0,0,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,3,2,2,Visual
2,3,3,3,3,2,3,2,2,3,0,3,2,3,2,2,1,2,1,2,2,1,0,1,3,0,0,0,3,1,Auditory
2,3,2,2,2,2,2,2,3,3,3,2,0,3,1,3,3,3,2,1,3,0,1,1,1,0,3,2,1,3,Auditory
3,1,0,0,0,0,1,2,3,1,2,2,3,3,3,3,1,0,3,1,2,2,3,2,2,2,2,2,3,3,Kinesthetic
1,3,3,1,2,1,3,1,3,3,2,3,3,3,3,3,3,2,2,2,3,1,2,0,2,0,0,1,2,3,Visual
2,3,2,2,3,3,3,3,3,3,1,2,1,3,3,1,2,2,3,1,2,1,1,1,3,2,1,3,2,0,Auditory
3,2,2,1,1,2,1,2,0,3,2,3,3,3,2,1,2,3,3,0,3,2,3,3,2,3,2,2,3,2,Kinesthetic
2,2,1,2,0,3,3,3,3,1,3,3,3,2,2,2,3,3,3,3,0,1,3,3,2,2,2,1,2,1,Visual
2,0,1,1,0,2,3,1,3,2,2,2,3,2,2,3,2,2,2,2,0,0,1,1,3,0,3,1,2,0,Visual
2,2,0,1,0,3,3,2,0,0,3,1,2,2,1,0,0,2,3,0,2,3,2,2,3,2,2,2,2,3,Kinesthetic
1,2,2,0,1,0,1,2,1,3,0,2,2,1,0,2,0,3,0,1,3,3,2,2,3,3,3,2,2,2,Kinesthetic
3,2,3,2,3,2,2,2,3,2,1,0,0,1,1,3,2,0,3,3,1,1,0,1,1,3,0,0,1,3,Auditory
1,3,2,1,2,3,1,2,1,3,0,2,3,2,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,3,Kinesthetic
0,0,0,1,3,3,1,0,2,1,0,0,1,1,0,1,2,2,3,0,2,2,3,2,3,2,3,2,3,3,Kinesthetic
0,2,2,3,1,1,2,2,0,3,2,3,2,2,2,3,3,2,2,3,0,1,2,3,3,3,1,1,2,2,Visual
0,2,3,1,3,3,3,1,3,3,1,3,2,3,0,1,1,3,3,1,3,3,2,3,3,2,2,3,3,3,Kinesthetic
0,0,3,1,0,2,0,1,1,0,3,0,1,0,2,1,1,1,3,0,2,2,2,3,3,3,3,3,2,2,Kinesthetic
2,3,3,2,3,2,3,2,3,3,1,3,3,3,1,1,3,2,0,0,2,3,2,2,2,1,2,3,0,0,Auditory
3,3,3,3,3,3,2,2,3,2,3,2,2,3,2,3,0,3,0,2,1,2,1,3,2,2,3,1,2,1,Auditory
2,1,1,0,0,0,0,1,1,3,2,3,2,3,2,2,3,3,2,3,0,3,0,3,0,3,2,3,1,0,Visual
2,2,0,3,3,0,3,1,3,1,0,1,2,0,2,2,2,1,0,3,3,2,3,2,3,2,2,2,2,3,Kinesthetic
2,3,3,3,2,2,3,2,2,2,0,3,3,3,1,1,1,0,1,1,0,0,2,2,1,1,2,0,3,0,Auditory
3,2,2,2,3,3,3,2,3,2,1,2,3,0,1,1,0,2,2,0,3,0,2,0,3,3,1,2,3,1,Auditory
3,3,3,3,2,3,2,2,2,2,3,0,3,1,3,3,0,0,3,1,0,1,2,2,3,3,0,0,0,0,Auditory
2,1,1,0,3,1,3,0,3,1,2,3,3,3,2,2,3,3,2,3,2,3,2,1,3,3,0,1,3,2,Visual
1,0,2,0,2,1,3,2,2,3,0,0,0,2,2,2,0,2,2,0,2,2,2,3,3,2,2,2,2,2,Kinesthetic
1,3,0,2,2,3,3,1,1,3,0,2,2,1,3,3,1,2,3,3,2,2,3,2,2,3,2,2,3,2,Kinesthetic
1,2,1,1,0,3,2,3,0,2,2,0,0,0,1,3,2,1,1,0,3,2,2,2,2,3,3,3,2,3,Kinesthetic
1,1,0,0,2,1,0,3,3,2,2,2,3,2,3,2,3,3,3,2,2,2,1,1,3,0,3,2,3,3,Visual
0,1,1,2,1,1,2,3,0,2,3,3,3,2,2,2,3,2,2,2,3,1,1,1,2,1,3,2,1,3,Visual
2,3,2,2,3,2,3,3,2,3,3,0,2,1,1,3,0,1,2,2,2,0,3,1,0,2,1,2,2,2,Auditory
1,3,1,3,1,3,1,2,2,3,0,2,0,2,0,2,2,2,3,0,3,3,2,2,2,3,2,3,3,2,Kinesthetic
3,2,2,3,2,3,3,2,3,2,3,0,3,1,1,1,1,2,1,2,2,2,2,2,2,1,2,3,2,1,Auditory
0,3,2,1,3,3,0,3,3,0,3,2,2,3,2,2,2,2,3,3,1,0,0,0,1,0,2,3,3,0,Visual
0,2,2,1,0,0,0,0,3,2,2,3,3,3,2,2,2,3,3,2,3,3,0,2,0,3,3,3,0,3,Visual
3,3,2,0,0,3,1,0,2,1,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,2,2,3,0,3,Visual
2,3,3,3,3,1,2,0,1,1,2,2,2,3,2,2,2,2,2,2,0,0,1,3,2,3,3,1,0,3,Visual
2,3,3,2,3,2,2,3,3,3,3,1,0,0,1,3,3,3,1,3,2,3,2,1,0,0,0,1,2,2,Auditory
2,3,3,2,2,2,2,2,3,2,1,2,2,2,1,1,0,1,1,0,0,3,0,2,0,2,3,0,0,1,Auditory
2,0,3,3,1,1,0,0,2,1,3,3,3,3,2,2,2,3,2,3,3,1,1,0,2,1,3,0,1,3,Visual
1,3,2,2,3,1,1,3,1,2,1,1,1,2,0,0,3,2,2,1,3,3,3,3,2,3,3,3,2,2,Kinesthetic
1,2,2,2,2,0,2,0,0,0,2,3,3,2,2,2,3,2,3,3,3,1,0,0,0,3,3,1,0,1,Visual
2,3,3,2,0,3,0,0,3,0,3,3,0,0,1,1,2,0,3,0,2,2,3,2,3,2,3,3,2,2,Kinesthetic
2,3,3,2,3,2,3,3,3,3,1,1,2,0,1,1,2,0,3,1,0,3,2,0,3,2,0,3,3,0,Auditory
2,3,0,3,2,0,3,0,3,3,1,2,0,3,2,0,0,3,1,0,2,2,2,2,2,2,3,2,2,3,Kinesthetic
2,2,0,0,1,0,1,3,0,0,0,0,2,0,1,0,0,2,0,0,3,3,2,2,2,3,2,3,3,2,Kinesthetic
1,0,2,2,3,2,3,2,3,2,2,2,1,2,0,0,0,0,2,1,3,3,3,2,2,3,3,3,2,3,Kinesthetic
2,3,0,3,3,0,0,0,3,0,1,2,2,2,1,3,2,0,1,3,2,3,2,3,2,3,3,2,2,2,Kinesthetic
3,2,2,2,2,3,2,3,3,2,1,0,1,0,0,3,0,3,2,3,1,0,1,0,1,0,1,2,3,3,Auditory
3,2,3,2,2,2,3,2,2,2,2,1,2,2,2,3,3,0,3,1,2,0,3,2,3,0,1,3,1,2,Auditory
0,3,1,0,1,0,1,1,0,2,1,0,3,2,3,2,3,2,0,3,3,2,2,3,3,2,2,2,3,2,Kinesthetic
1,3,3,1,3,3,2,1,2,1,3,3,3,3,2,2,3,3,2,3,1,1,3,0,3,2,0,1,2,0,Visual
3,0,2,3,1,2,2,3,3,3,2,3,3,2,3,3,3,2,2,2,1,3,2,2,1,3,2,2,0,0,Visual
0,0,3,3,0,2,3,0,1,1,0,2,1,2,2,2,1,2,1,3,3,2,2,2,2,2,3,2,2,2,Kinesthetic
0,0,3,1,1,0,0,3,0,0,3,3,3,3,2,2,2,3,2,3,2,2,3,2,0,2,0,2,2,1,Visual
2,2,2,3,3,2,3,2,3,2,2,1,2,2,0,1,2,1,1,3,3,0,1,3,1,2,1,1,3,3,Auditory
1,0,0,1,1,1,1,0,3,1,2,3,3,3,3,2,2,3,2,2,3,3,0,0,3,0,2,1,1,1,Visual
2,3,0,2,1,3,1,0,2,3,2,2,0,0,2,1,1,2,1,2,3,2,3,2,3,2,3,2,2,2,Kinesthetic
2,2,3,2,2,2,3,3,3,3,1,2,2,1,0,3,2,1,2,0,0,3,2,3,3,2,3,3,3,3,Auditory
3,3,0,1,0,1,0,0,3,3,0,1,3,1,1,3,0,3,3,1,3,2,2,2,2,3,3,2,2,2,Kinesthetic
3,2,2,3,2,3,2,2,2,3,1,1,3,1,1,0,2,2,1,2,1,0,0,3,1,2,3,3,1,3,Auditory
2,2,2,2,3,2,2,2,2,3,3,3,0,3,2,3,3,3,0,2,2,0,0,3,1,0,1,1,2,0,Auditory
2,3,3,2,3,2,2,2,2,3,0,3,2,2,0,2,0,1,1,2,2,1,3,1,0,0,0,1,0,0,Auditory
3,0,3,1,0,1,3,2,1,0,1,2,1,1,3,3,2,2,0,1,3,3,3,2,2,3,3,2,3,2,Kinesthetic
0,0,1,1,1,2,0,3,0,2,1,3,2,3,3,3,2,2,1,0,2,2,3,3,2,3,2,3,2,3,Kinesthetic
2,3,3,3,3,2,3,3,3,2,1,0,0,1,0,0,1,3,3,0,3,0,0,3,1,0,1,1,3,2,Auditory
3,1,2,2,0,2,3,1,0,0,2,2,2,3,3,2,3,3,2,2,3,3,3,0,0,3,3,2,2,1,Visual
1,0,0,0,1,1,3,3,3,2,2,2,3,2,3,3,2,2,2,2,0,0,3,2,2,1,2,3,0,0,Visual
0,0,3,3,2,0,3,3,0,1,3,2,3,3,3,3,2,2,2,3,0,1,3,3,0,2,1,3,3,3,Visual
1,2,0,3,3,2,1,0,1,1,3,2,3,2,2,2,2,2,2,2,0,0,3,0,0,0,0,2,3,2,Visual
1,3,1,2,2,0,2,2,0,2,2,2,3,3,3,3,2,3,2,3,0,3,1,2,1,1,1,2,2,0,Visual
3,0,1,1,0,3,0,0,1,3,2,3,3,3,3,3,3,3,2,3,1,0,3,1,2,1,1,2,2,3,Visual
3,3,3,2,3,3,3,3,3,2,1,1,2,1,2,3,0,2,1,0,2,0,1,2,2,2,0,0,2,0,Auditory
2,2,3,2,2,2,2,3,2,2,1,3,2,0,1,2,1,1,3,0,2,2,3,2,2,3,2,0,3,0,Auditory
3,3,3,3,3,2,2,3,2,2,1,0,0,0,3,2,3,0,0,2,0,0,2,3,2,2,3,1,0,2,Auditory
1,2,3,0,1,0,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,0,0,2,0,3,2,Visual
1,0,1,3,0,2,1,1,3,0,3,2,2,3,3,2,2,3,2,3,1,1,3,1,0,1,3,2,0,1,Visual
3,0,1,3,1,0,0,1,2,2,0,2,3,3,1,1,3,2,2,2,3,2,2,3,3,3,2,2,3,2,Kinesthetic
2,0,1,1,1,0,2,1,2,1,3,3,3,3,3,2,3,3,2,2,2,1,3,1,3,0,0,0,0,3,Visual
2,2,3,2,2,3,3,1,3,2,1,2,1,1,2,0,0,2,1,3,2,3,3,3,3,2,2,3,2,3,Kinesthetic
2,2,3,3,3,3,2,3,2,3,3,2,3,0,0,2,1,0,3,0,1,3,0,3,0,1,0,2,1,3,Auditory
2,3,3,2,2,2,3,3,3,3,2,1,2,3,3,2,1,2,2,1,3,0,3,3,3,1,2,1,2,2,Auditory
1,0,1,3,0,2,2,3,1,1,2,1,0,1,1,1,2,3,2,0,2,3,3,3,3,2,3,3,3,3,Kinesthetic
3,2,2,2,3,3,2,2,3,2,1,1,3,1,1,1,1,2,3,1,1,1,0,1,2,3,1,2,1,1,Auditory
3,2,2,3,2,2,3,2,3,2,1,1,0,3,1,0,3,2,1,0,1,2,3,1,2,2,1,1,2,3,Auditory
1,2,1,3,3,1,2,2,2,2,3,0,1,0,3,2,1,1,3,3,3,2,3,2,3,3,3,3,3,2,Kinesthetic
2,3,3,1,0,2,1,1,3,3,2,3,2,2,3,2,3,2,2,2,1,0,0,1,1,3,0,3,3,2,Visual
3,1,2,3,3,1,2,1,1,3,0,0,0,1,0,3,1,3,3,1,3,2,2,3,2,3,2,3,3,3,Kinesthetic
1,1,3,1,3,2,3,2,2,2,0,2,1,1,3,3,2,1,3,3,3,3,2,2,2,3,3,3,2,2,Kinesthetic
0,2,1,3,1,2,0,2,0,0,2,2,2,2,2,3,3,2,3,3,0,0,1,1,3,1,1,2,3,0,Visual
2,0,0,2,3,2,1,2,2,1,2,3,2,3,3,3,3,3,3,2,2,2,3,1,0,1,2,2,2,3,Visual
1,2,2,0,0,3,3,2,0,2,3,2,3,2,2,3,3,2,2,3,0,1,0,2,2,0,0,0,3,1,Visual
2,3,2,3,3,2,3,3,3,2,3,3,3,1,3,0,2,0,3,1,3,2,3,2,1,2,2,0,2,3,Auditory
2,1,2,2,2,1,3,2,2,1,2,2,2,1,2,2,2,1,3,0,2,2,3,3,3,3,3,3,3,3,Kinesthetic
3,2,3,3,1,3,0,1,2,2,2,3,3,3,3,3,2,3,2,2,1,1,3,3,0,2,3,0,3,1,Visual
3,2,2,3,3,3,2,3,2,3,0,2,2,2,3,3,1,0,0,3,1,1,0,3,0,1,3,3,2,0,Auditory
3,3,3,2,3,3,3,2,3,3,2,3,0,1,0,3,1,2,3,0,2,2,3,2,2,1,1,0,3,0,Auditory
1,2,2,0,3,2,0,1,1,2,0,1,3,0,2,0,1,3,3,1,2,3,2,3,3,2,2,3,2,3,Kinesthetic
2,3,3,2,2,2,2,2,2,2,2,0,0,1,3,3,3,3,0,1,3,1,0,3,3,2,1,3,1,0,Auditory
3,2,3,2,2,2,3,2,3,3,3,1,1,2,1,3,2,1,3,3,1,3,0,0,2,3,1,3,3,3,Auditory
2,2,2,2,3,3,3,2,2,2,0,0,3,3,0,0,3,0,0,3,2,1,1,0,2,2,2,2,0,1,Auditory
1,0,0,3,2,2,2,1,2,0,3,3,2,3,2,2,2,3,3,2,1,2,0,0,1,2,1,1,0,2,Visual
0,2,0,3,1,3,1,0,3,0,1,0,2,3,3,3,1,2,1,3,2,2,3,2,3,3,2,2,3,3,Kinesthetic
0,1,1,2,1,2,0,2,3,1,3,3,3,2,3,2,3,3,2,3,3,1,2,1,1,0,3,0,2,0,Visual
1,0,3,3,2,3,1,0,0,3,3,2,3,2,2,3,3,3,3,2,0,3,1,0,3,2,3,1,0,2,Visual
3,3,1,0,2,3,3,0,3,0,0,2,3,1,2,0,0,0,3,2,3,2,2,3,3,2,2,2,2,3,Kinesthetic
2,3,0,1,3,2,1,2,2,1,2,1,2,3,1,3,3,0,2,1,3,2,3,3,2,2,3,2,2,3,Kinesthetic
2,3,3,3,3,3,2,3,2,2,1,0,2,1,3,1,2,2,2,0,3,3,3,2,0,3,3,3,3,2,Auditory
3,2,2,2,3,2,3,2,3,2,3,3,2,2,1,3,3,3,3,2,3,3,0,1,1,0,2,2,3,3,Visual
2,3,0,2,0,0,0,3,3,1,3,2,3,2,2,0,0,3,3,1,2,2,2,2,2,2,3,2,3,3,Kinesthetic
0,3,2,3,1,2,0,3,3,3,3,2,2,3,3,3,3,2,3,3,2,0,0,0,1,1,2,1,0,3,Visual
3,2,0,0,2,0,0,0,1,2,1,0,0,1,0,2,1,2,0,0,3,3,3,3,2,3,2,3,3,2,Kinesthetic
3,2,3,3,2,2,3,2,2,2,0,2,2,2,1,1,0,3,3,0,1,3,3,3,2,3,2,3,3,0,Auditory
3,0,2,3,1,3,2,2,1,1,3,0,2,3,1,0,2,3,1,0,3,2,2,3,2,2,2,2,3,2,Kinesthetic
2,3,3,2,3,2,2,3,3,2,1,1,2,1,3,2,1,0,0,2,3,3,2,1,3,3,0,2,2,1,Auditory
2,3,2,1,3,1,0,0,2,2,3,3,2,3,2,3,2,2,3,2,2,3,2,0,2,2,1,0,1,1,Visual
1,1,3,0,3,3,3,1,0,3,2,3,2,3,2,2,3,3,2,2,2,1,3,3,2,2,0,3,2,2,Visual
2,2,2,3,2,2,2,2,3,2,0,3,3,2,1,0,0,1,0,0,3,3,3,2,3,1,0,3,3,1,Auditory
2,2,3,2,2,2,2,3,2,3,1,1,0,2,0,1,1,2,2,2,1,3,1,3,3,1,1,1,1,2,Auditory
3,2,3,3,2,3,3,3,3,2,0,3,0,2,3,2,0,1,0,0,1,1,0,2,3,1,3,2,3,2,Auditory
2,3,2,3,2,3,3,3,3,2,2,1,1,0,3,1,2,1,2,1,3,1,2,2,2,2,1,0,2,2,Auditory
3,1,0,2,2,3,0,0,2,2,3,3,2,3,2,2,3,3,3,3,0,2,1,2,3,0,0,1,3,3,Visual
2,3,3,2,3,2,3,3,3,2,2,1,2,0,2,0,3,0,1,2,0,0,2,2,2,3,0,1,3,1,Auditory
3,0,3,3,0,2,3,2,1,1,2,2,2,3,2,2,2,2,2,3,1,1,1,2,3,2,0,1,2,2,Visual
3,2,3,0,1,2,1,2,2,2,2,1,0,0,2,0,1,0,2,0,2,3,2,2,2,2,2,3,3,2,Kinesthetic
2,2,1,0,2,3,3,3,1,1,2,3,3,2,3,2,3,2,2,3,2,1,2,0,1,3,0,3,0,2,Visual
2,1,0,2,2,3,2,3,3,0,3,3,2,3,2,3,3,3,2,2,2,1,1,2,3,1,1,2,2,2,Visual
3,2,2,2,3,3,2,3,3,2,3,1,2,3,3,0,2,1,1,2,1,1,0,0,0,1,3,3,3,0,Auditory
1,1,2,2,2,0,3,0,1,0,0,1,1,1,2,3,3,1,1,1,2,2,2,3,3,3,2,3,2,3,Kinesthetic
3,3,2,2,2,2,2,2,3,3,0,2,0,2,3,0,1,2,0,1,2,1,3,1,1,3,3,0,0,0,Auditory
3,1,2,1,2,3,3,1,0,0,3,0,0,0,1,1,1,1,1,2,3,3,2,2,3,3,2,3,3,3,Kinesthetic
1,1,2,0,3,1,3,3,1,0,2,3,2,3,3,3,2,3,3,3,1,0,0,1,3,0,0,3,3,2,Visual
0,0,0,3,0,1,1,0,1,3,2,3,0,1,0,1,2,0,0,1,2,3,3,3,3,3,2,2,2,3,Kinesthetic
2,2,2,1,0,3,3,2,0,0,2,3,3,3,3,2,3,3,2,2,0,2,2,2,0,3,1,2,1,1,Visual
3,2,3,2,2,3,3,2,3,2,1,0,1,3,0,1,1,2,1,1,2,3,2,3,3,2,3,1,1,1,Auditory
0,3,3,2,0,0,3,1,2,3,2,3,3,3,3,3,3,2,3,3,2,1,3,3,3,3,2,3,2,2,Visual
2,3,2,3,2,2,3,3,2,3,2,3,0,2,2,2,0,1,3,1,2,3,3,3,3,2,3,3,1,1,Auditory
2,3,2,3,2,2,3,3,2,3,1,0,0,0,3,0,0,3,2,3,2,0,0,0,0,3,2,1,1,1,Auditory
0,3,2,3,0,1,3,0,0,1,2,3,2,2,3,3,3,3,3,2,1,3,2,0,1,1,3,2,2,0,Visual
1,1,2,1,2,3,1,3,0,3,3,3,3,2,3,3,2,2,2,3,2,1,2,0,3,3,2,3,0,0,Visual
2,2,2,1,2,2,0,3,2,3,3,2,1,3,1,3,3,0,3,1,3,2,2,3,3,3,3,3,2,2,Kinesthetic
2,3,3,2,3,2,2,3,3,3,2,2,2,2,2,0,2,1,2,0,1,0,3,2,2,3,2,2,1,1,Auditory
0,3,2,1,2,1,1,3,2,0,3,2,2,3,2,3,3,3,3,2,0,2,0,3,3,1,3,1,3,2,Visual
2,2,3,2,2,2,3,3,3,2,0,2,1,0,2,0,1,2,0,2,2,0,1,2,1,0,1,0,0,0,Auditory
1,0,3,2,2,3,3,3,0,2,3,1,1,2,3,1,0,1,2,1,2,3,3,3,2,3,2,3,2,2,Kinesthetic
2,2,1,1,2,0,3,0,2,0,3,3,3,2,3,3,3,2,2,2,0,1,3,0,2,2,2,1,0,2,Visual
3,0,2,0,3,1,1,3,0,1,2,2,2,2,2,3,3,3,3,2,3,2,1,2,0,1,0,0,3,0,Visual
3,2,3,3,3,3,2,2,3,2,1,3,0,1,0,1,2,2,3,0,0,0,0,3,3,0,2,2,1,1,Auditory
2,2,3,2,3,3,2,3,2,3,0,3,0,0,1,2,1,2,2,0,0,3,3,2,0,2,3,2,1,3,Auditory
3,0,0,1,2,1,0,1,3,2,3,2,2,3,3,3,3,3,3,2,2,3,2,0,0,3,0,2,3,1,Visual
1,0,2,3,3,0,0,3,2,2,3,3,3,2,2,3,3,2,3,3,3,3,1,3,1,1,3,3,2,3,Visual
3,3,2,1,3,3,2,3,2,2,2,2,0,3,1,2,1,1,0,3,2,2,3,3,2,3,2,2,2,2,Auditory
3,2,2,3,2,3,2,2,2,2,0,0,2,3,1,1,2,3,0,1,2,3,2,3,2,3,1,1,0,0,Auditory
2,1,1,0,3,0,0,3,0,1,3,3,3,2,3,0,2,3,1,3,3,2,2,3,2,2,3,2,2,2,Visual
2,3,2,3,3,2,2,2,3,2,0,1,3,1,0,3,2,2,2,3,1,0,3,3,0,3,0,0,1,2,Auditory
3,3,3,0,1,2,3,2,3,0,2,2,2,3,2,3,2,3,3,3,0,3,3,1,2,1,1,1,0,1,Visual
3,3,3,2,2,3,3,2,3,3,1,2,1,3,0,1,0,0,1,0,1,3,3,0,0,2,3,3,2,2,Auditory
1,1,3,2,3,0,3,1,1,1,2,3,3,2,2,2,3,3,2,3,3,3,3,1,3,0,3,2,0,2,Visual
0,3,3,2,0,3,1,3,0,0,2,3,3,3,2,2,3,2,2,3,3,2,3,0,1,0,3,0,0,3,Visual
2,2,3,2,2,2,2,3,2,2,3,0,2,3,1,1,0,1,3,1,0,0,3,0,2,0,3,0,2,0,Auditory
2,2,3,3,3,2,2,3,2,3,1,3,0,0,2,3,1,2,2,1,0,2,2,3,1,2,3,1,3,2,Auditory
1,1,2,0,2,0,1,2,1,3,3,0,0,3,3,0,0,3,1,1,3,3,3,3,3,3,3,2,3,2,Kinesthetic
0,2,2,0,0,0,1,0,0,3,1,3,0,3,1,1,1,0,3,3,2,2,2,2,3,3,3,2,2,3,Kinesthetic
2,0,1,1,1,3,3,0,3,2,3,2,2,2,3,2,2,3,3,2,0,0,2,0,2,1,0,1,3,3,Visual
1,2,2,1,2,1,1,0,2,1,1,1,2,1,2,0,0,3,3,3,3,3,3,2,2,2,3,3,3,3,Kinesthetic
2,3,3,3,2,2,3,3,3,2,2,3,2,0,1,2,3,0,0,0,3,1,2,3,0,1,0,2,3,1,Auditory
2,1,0,3,3,2,2,0,0,0,1,2,0,2,0,2,0,0,3,3,2,2,3,3,2,2,2,3,3,2,Kinesthetic
1,1,2,2,0,0,2,3,3,3,3,3,2,2,3,2,2,2,3,3,3,1,3,3,3,2,0,2,1,0,Visual
1,0,0,3,2,3,2,1,0,2,3,2,3,3,2,2,3,2,2,2,0,1,1,3,0,0,3,0,0,3,Visual
2,3,0,0,0,0,1,0,0,3,3,3,3,2,3,3,3,3,3,2,0,2,3,3,0,2,0,0,3,3,Visual
0,2,3,0,0,1,2,1,1,2,1,2,0,0,2,0,0,3,1,1,2,3,2,3,2,2,3,3,3,3,Kinesthetic
0,3,3,3,1,2,2,2,2,2,3,3,3,3,3,2,3,2,3,2,1,2,0,3,0,3,1,0,2,1,Visual
3,3,1,0,0,2,3,0,2,1,1,2,0,1,2,2,1,2,3,1,3,3,3,3,2,3,2,3,2,3,Kinesthetic
3,3,0,1,1,3,0,1,0,1,1,2,0,3,0,0,3,0,0,3,2,3,3,3,2,2,3,2,2,2,Kinesthetic
3,3,3,2,3,3,2,2,3,3,3,2,3,1,0,2,2,0,3,0,3,2,0,1,3,0,2,0,3,2,Auditory
2,2,3,3,2,2,3,2,2,2,3,1,3,2,0,3,3,1,0,3,2,1,3,0,1,1,0,3,3,0,Auditory
1,3,1,0,0,1,3,1,0,1,2,3,2,2,3,3,2,3,2,2,2,3,2,2,2,3,3,2,2,1,Visual
3,2,3,3,3,3,2,3,3,2,1,3,1,1,0,2,2,1,0,3,2,3,1,3,1,1,1,1,3,1,Auditory
2,1,2,2,3,3,0,2,1,0,2,3,3,3,3,3,3,2,2,3,0,1,1,2,0,2,0,0,1,1,Visual
0,1,0,0,2,0,3,2,0,2,2,3,2,3,3,3,2,2,3,3,2,0,0,1,1,1,0,0,0,2,Visual
3,3,2,2,2,3,3,2,2,2,1,1,2,1,0,1,0,3,3,3,1,1,2,2,1,2,1,2,3,3,Auditory
2,2,2,2,3,3,2,3,2,3,1,1,0,1,2,3,0,3,3,0,2,3,2,2,2,2,0,2,3,0,Auditory
0,2,0,1,3,1,1,1,3,2,2,3,1,0,1,0,3,0,1,1,2,2,3,2,3,2,2,2,3,3,Kinesthetic
0,1,0,2,3,1,1,3,1,0,2,2,2,3,2,3,3,3,2,3,3,0,1,0,3,3,0,3,2,3,Visual
